shipment_id,po_id,destination,transport_mode,shipment_date,delivery_date,delivery_performance,shipment_status
SHIP01256,PO01256,Mumbai Port,Road,2026-04-17,2026-04-28,On Time,Delivered
SHIP01257,PO01257,JNPT,Sea,2026-08-12,,On Time,Pending
SHIP01258,PO01258,Pune DC,Air,2025-03-28,,On Time,In Transit
SHIP01259,PO01259,Mumbai Port,Rail,2025-04-19,2025-04-30,At Risk,Delivered
SHIP01260,PO01260,Bengaluru DC,Rail,2025-12-15,,At Risk,Pending
SHIP01261,PO01261,Delhi ICD,Air,2025-03-03,2025-03-08,On Time,Delivered
SHIP01262,PO01262,Mumbai Port,Sea,2026-04-01,2026-04-03,At Risk,Delivered
SHIP01263,PO01263,Mumbai Port,Road,2025-03-14,,On Time,Pending
SHIP01264,PO01264,Pune DC,Road,2025-05-18,,On Time,Pending
SHIP01265,PO01265,Chennai Port,Air,2025-03-16,,On Time,In Transit
SHIP01266,PO01266,Chennai Port,Air,2026-02-07,,On Time,Pending
SHIP01267,PO01267,JNPT,Rail,2025-01-14,,On Time,In Transit
SHIP01268,PO01268,Pune DC,Rail,2025-04-19,2025-04-26,On Time,Delivered
SHIP01269,PO01269,Pune DC,Rail,2025-07-24,2025-08-01,On Time,Delivered
SHIP01270,PO01270,Delhi ICD,Road,2025-07-19,2025-07-31,On Time,Delivered
SHIP01271,PO01271,Delhi ICD,Air,2026-04-05,,On Time,Cancelled
SHIP01272,PO01272,Chennai Port,Air,2025-11-23,2025-11-26,On Time,Delivered
SHIP01273,PO01273,Hyderabad DC,Rail,2025-11-16,,On Time,In Transit
SHIP01274,PO01274,Mumbai Port,Road,2025-12-22,2025-12-25,Delayed,Delivered
SHIP01275,PO01275,Chennai Port,Road,2025-05-30,2025-06-11,On Time,Delivered
SHIP01276,PO01276,Bengaluru DC,Sea,2025-02-26,,On Time,In Transit
SHIP01277,PO01277,Mumbai Port,Sea,2025-07-30,2025-08-02,On Time,Delivered
SHIP01278,PO01278,Delhi ICD,Air,2026-04-28,2026-05-11,At Risk,Delayed
SHIP01279,PO01279,Bengaluru DC,Sea,2025-12-18,2025-12-29,On Time,Delivered
SHIP01280,PO01280,Mumbai Port,Rail,2025-02-23,,On Time,Pending
SHIP01281,PO01281,JNPT,Sea,2026-05-03,2026-05-25,On Time,Delayed
SHIP01282,PO01282,Pune DC,Road,2025-12-10,2025-12-14,Delayed,Delivered
SHIP01283,PO01283,Bengaluru DC,Rail,2025-01-10,2025-01-17,On Time,Delivered
SHIP01284,PO01284,Mumbai Port,Rail,2025-06-03,,On Time,Cancelled
SHIP01285,PO01285,Pune DC,Rail,2026-01-12,2026-01-19,On Time,Delivered
SHIP01286,PO01286,Chennai Port,Rail,2025-10-05,2025-10-10,On Time,Delivered
SHIP01287,PO01287,JNPT,Road,2025-07-30,,On Time,In Transit
SHIP01288,PO01288,Bengaluru DC,Sea,2025-05-30,2025-06-28,Delayed,Delayed
SHIP01289,PO01289,Chennai Port,Road,2026-04-24,2026-04-27,Delayed,Delivered
SHIP01290,PO01290,Delhi ICD,Air,2026-03-30,2026-04-09,On Time,Delivered
SHIP01291,PO01291,Bengaluru DC,Sea,2025-07-16,2025-08-08,On Time,Delayed
SHIP01292,PO01292,Chennai Port,Road,2026-03-24,2026-03-27,On Time,Delivered
SHIP01293,PO01293,Chennai Port,Rail,2026-07-09,,On Time,Pending
SHIP01294,PO01294,JNPT,Sea,2025-10-21,,Delayed,In Transit
SHIP01295,PO01295,Pune DC,Road,2025-04-03,2025-04-09,On Time,Delivered
SHIP01296,PO01296,JNPT,Road,2026-06-15,2026-06-24,On Time,Delivered
SHIP01297,PO01297,Bengaluru DC,Rail,2026-01-27,2026-02-02,On Time,Delivered
SHIP01298,PO01298,Mumbai Port,Air,2025-10-06,2025-10-10,On Time,Delivered
SHIP01299,PO01299,Hyderabad DC,Rail,2025-08-01,2025-08-07,Delayed,Delivered
SHIP01300,PO01300,Hyderabad DC,Road,2026-02-03,,On Time,Pending
SHIP01301,PO01301,Hyderabad DC,Road,2025-04-03,2025-04-08,On Time,Delivered
SHIP01302,PO01302,Mumbai Port,Rail,2026-05-04,,On Time,In Transit
SHIP01303,PO01303,Delhi ICD,Rail,2026-02-27,,On Time,Cancelled
SHIP01304,PO01304,Chennai Port,Air,2026-04-01,2026-04-10,Delayed,Delivered
SHIP01305,PO01305,Mumbai Port,Rail,2026-06-01,,On Time,In Transit
SHIP01306,PO01306,Bengaluru DC,Road,2025-04-15,2025-04-19,On Time,Delivered
SHIP01307,PO01307,JNPT,Road,2025-07-22,2025-07-30,On Time,Delivered
SHIP01308,PO01308,JNPT,Sea,2025-10-10,2025-10-21,On Time,Delivered
SHIP01309,PO01309,Mumbai Port,Rail,2026-07-17,2026-07-28,On Time,Delivered
SHIP01310,PO01310,Hyderabad DC,Rail,2026-02-20,,At Risk,In Transit
SHIP01311,PO01311,Hyderabad DC,Road,2025-06-04,2025-06-16,On Time,Delivered
SHIP01312,PO01312,Mumbai Port,Rail,2025-09-04,,On Time,Pending
SHIP01313,PO01313,Delhi ICD,Rail,2026-04-27,2026-04-29,Delayed,Delivered
SHIP01314,PO01314,Mumbai Port,Sea,2026-03-16,2026-03-22,On Time,Delivered
SHIP01315,PO01315,Mumbai Port,Sea,2025-05-26,2025-05-31,On Time,Delivered
SHIP01316,PO01316,Bengaluru DC,Air,2026-01-08,2026-01-16,At Risk,Delivered
SHIP01317,PO01317,Chennai Port,Road,2026-07-12,2026-08-06,On Time,Delayed
SHIP01318,PO01318,Mumbai Port,Sea,2025-06-04,2025-06-08,On Time,Delivered
SHIP01319,PO01319,Pune DC,Air,2026-08-12,2026-08-18,On Time,Delivered
SHIP01320,PO01320,Chennai Port,Rail,2026-02-01,2026-02-09,On Time,Delivered
SHIP01321,PO01321,Bengaluru DC,Sea,2025-11-18,2025-12-08,On Time,Delayed
SHIP01322,PO01322,Chennai Port,Rail,2026-05-21,,On Time,In Transit
SHIP01323,PO01323,JNPT,Sea,2025-10-21,2025-11-15,Delayed,Delayed
SHIP01324,PO01324,Delhi ICD,Rail,2025-03-02,2025-03-06,Delayed,Delivered
SHIP01325,PO01325,Hyderabad DC,Air,2026-03-08,2026-03-15,On Time,Delivered
SHIP01326,PO01326,Pune DC,Road,2025-03-15,2025-03-25,On Time,Delivered
SHIP01327,PO01327,Bengaluru DC,Road,2026-05-10,,Delayed,Pending
SHIP01328,PO01328,Hyderabad DC,Air,2026-06-06,2026-06-11,At Risk,Delivered
SHIP01329,PO01329,Bengaluru DC,Sea,2025-06-08,2025-06-19,On Time,Delivered
SHIP01330,PO01330,JNPT,Air,2025-12-07,2025-12-12,At Risk,Delivered
SHIP01331,PO01331,Hyderabad DC,Road,2025-04-07,,On Time,Pending
SHIP01332,PO01332,JNPT,Road,2025-11-05,2025-11-11,Delayed,Delivered
SHIP01333,PO01333,Pune DC,Sea,2026-03-23,2026-03-30,On Time,Delivered
SHIP01334,PO01334,Delhi ICD,Air,2025-02-20,,Delayed,Cancelled
SHIP01335,PO01335,Hyderabad DC,Air,2025-03-22,2025-04-02,On Time,Delivered
SHIP01336,PO01336,Hyderabad DC,Air,2026-07-29,2026-08-04,At Risk,Delivered
SHIP01337,PO01337,Chennai Port,Air,2025-12-06,,On Time,Pending
SHIP01338,PO01338,Pune DC,Sea,2026-04-24,2026-05-05,At Risk,Delivered
SHIP01339,PO01339,JNPT,Road,2025-07-21,2025-07-27,On Time,Delivered
SHIP01340,PO01340,Hyderabad DC,Road,2025-05-25,2025-06-04,On Time,Delivered
SHIP01341,PO01341,Delhi ICD,Road,2026-07-26,,Delayed,Pending
SHIP01342,PO01342,Delhi ICD,Air,2025-06-18,2025-07-05,On Time,Delayed
SHIP01343,PO01343,JNPT,Road,2026-07-09,2026-07-18,Delayed,Delivered
SHIP01344,PO01344,JNPT,Rail,2025-10-11,2025-10-17,On Time,Delivered
SHIP01345,PO01345,Mumbai Port,Air,2026-07-12,,On Time,In Transit
SHIP01346,PO01346,Delhi ICD,Road,2025-04-18,,At Risk,Pending
SHIP01347,PO01347,Bengaluru DC,Rail,2025-02-24,,On Time,In Transit
SHIP01348,PO01348,Pune DC,Road,2025-09-05,,On Time,Pending
SHIP01349,PO01349,JNPT,Road,2025-12-18,,On Time,Pending
SHIP01350,PO01350,JNPT,Road,2025-06-28,2025-07-07,At Risk,Delivered
SHIP01351,PO01351,Mumbai Port,Road,2025-12-12,,On Time,Pending
SHIP01352,PO01352,JNPT,Road,2026-02-18,2026-03-08,On Time,Delayed
SHIP01353,PO01353,Bengaluru DC,Air,2025-07-09,2025-07-12,On Time,Delivered
SHIP01354,PO01354,Delhi ICD,Rail,2025-08-18,2025-08-30,On Time,Delivered
SHIP01355,PO01355,Delhi ICD,Sea,2025-03-19,2025-04-09,On Time,Delayed
SHIP01356,PO01356,Pune DC,Road,2025-04-23,2025-04-27,On Time,Delivered
SHIP01357,PO01357,JNPT,Sea,2025-12-06,2025-12-23,On Time,Delayed
SHIP01358,PO01358,Hyderabad DC,Air,2025-05-20,2025-05-28,On Time,Delivered
SHIP01359,PO01359,Delhi ICD,Road,2025-03-15,2025-03-18,On Time,Delivered
SHIP01360,PO01360,Hyderabad DC,Air,2025-08-28,,Delayed,Pending
SHIP01361,PO01361,Mumbai Port,Road,2025-05-16,,At Risk,Pending
SHIP01362,PO01362,Hyderabad DC,Road,2025-03-09,2025-03-19,On Time,Delivered
SHIP01363,PO01363,JNPT,Rail,2025-08-01,2025-08-13,On Time,Delivered
SHIP01364,PO01364,Pune DC,Rail,2026-04-03,2026-04-15,On Time,Delivered
SHIP01365,PO01365,JNPT,Road,2025-02-11,,Delayed,In Transit
SHIP01366,PO01366,Pune DC,Road,2025-12-10,2026-01-08,On Time,Delayed
SHIP01367,PO01367,JNPT,Road,2025-09-15,,On Time,Pending
SHIP01368,PO01368,Bengaluru DC,Sea,2025-12-06,2025-12-10,On Time,Delivered
SHIP01369,PO01369,JNPT,Sea,2025-07-29,2025-08-10,Delayed,Delivered
SHIP01370,PO01370,Bengaluru DC,Air,2025-07-03,2025-07-10,Delayed,Delivered
SHIP01371,PO01371,JNPT,Rail,2026-05-05,,On Time,In Transit
SHIP01372,PO01372,Pune DC,Sea,2025-09-23,,On Time,In Transit
SHIP01373,PO01373,Bengaluru DC,Rail,2025-10-16,2025-10-26,On Time,Delivered
SHIP01374,PO01374,Hyderabad DC,Rail,2026-04-03,,Delayed,Pending
SHIP01375,PO01375,Chennai Port,Road,2026-05-13,2026-05-21,On Time,Delivered
SHIP01376,PO01376,Mumbai Port,Sea,2025-11-05,2025-11-08,On Time,Delivered
SHIP01377,PO01377,Pune DC,Road,2026-01-28,2026-02-06,Delayed,Delivered
SHIP01378,PO01378,Chennai Port,Road,2026-05-11,2026-05-30,On Time,Delayed
SHIP01379,PO01379,Mumbai Port,Air,2025-07-22,2025-07-30,On Time,Delivered
SHIP01380,PO01380,Hyderabad DC,Rail,2026-02-28,2026-03-10,On Time,Delivered
SHIP01381,PO01381,Pune DC,Sea,2026-09-03,,At Risk,In Transit
SHIP01382,PO01382,Pune DC,Sea,2026-08-08,2026-08-14,On Time,Delivered
SHIP01383,PO01383,JNPT,Rail,2025-12-29,2026-01-04,On Time,Delivered
SHIP01384,PO01384,JNPT,Rail,2025-03-05,,At Risk,Cancelled
SHIP01385,PO01385,Mumbai Port,Air,2025-02-17,2025-03-01,On Time,Delivered
SHIP01386,PO01386,Pune DC,Rail,2025-09-28,2025-10-10,On Time,Delivered
SHIP01387,PO01387,Hyderabad DC,Rail,2025-06-26,,On Time,Cancelled
SHIP01388,PO01388,JNPT,Air,2026-02-18,2026-02-26,On Time,Delivered
SHIP01389,PO01389,JNPT,Sea,2026-03-21,2026-03-29,Delayed,Delivered
SHIP01390,PO01390,Mumbai Port,Road,2026-07-04,2026-07-16,On Time,Delivered
SHIP01391,PO01391,Mumbai Port,Rail,2025-04-13,2025-05-04,On Time,Delayed
SHIP01392,PO01392,Delhi ICD,Road,2025-06-07,2025-06-17,On Time,Delivered
SHIP01393,PO01393,Mumbai Port,Rail,2025-11-18,2025-11-30,Delayed,Delivered
SHIP01394,PO01394,Bengaluru DC,Air,2026-03-07,2026-03-09,On Time,Delivered
SHIP01395,PO01395,Hyderabad DC,Air,2026-01-23,2026-02-01,On Time,Delivered
SHIP01396,PO01396,Mumbai Port,Air,2025-04-29,2025-05-27,On Time,Delayed
SHIP01397,PO01397,Hyderabad DC,Road,2025-07-17,2025-07-21,On Time,Delivered
SHIP01398,PO01398,Delhi ICD,Road,2026-04-04,,On Time,Cancelled
SHIP01399,PO01399,Delhi ICD,Road,2025-11-08,2025-11-16,On Time,Delivered
SHIP01400,PO01400,Bengaluru DC,Rail,2026-09-03,2026-09-11,On Time,Delivered
SHIP01401,PO01401,Pune DC,Rail,2025-03-12,2025-03-19,On Time,Delivered
SHIP01402,PO01402,Delhi ICD,Rail,2025-02-13,2025-02-26,On Time,Delayed
SHIP01403,PO01403,Mumbai Port,Sea,2026-06-20,,On Time,In Transit
SHIP01404,PO01404,JNPT,Air,2026-03-28,,On Time,In Transit
SHIP01405,PO01405,Bengaluru DC,Sea,2026-01-09,2026-01-17,On Time,Delivered
SHIP01406,PO01406,Chennai Port,Road,2025-12-15,,On Time,In Transit
SHIP01407,PO01407,JNPT,Sea,2025-06-01,2025-06-04,On Time,Delivered
SHIP01408,PO01408,Pune DC,Rail,2025-09-20,2025-10-01,On Time,Delivered
SHIP01409,PO01409,Chennai Port,Air,2025-01-15,2025-01-17,On Time,Delivered
SHIP01410,PO01410,Hyderabad DC,Sea,2025-12-09,2025-12-18,On Time,Delivered
SHIP01411,PO01411,Hyderabad DC,Air,2025-04-05,,On Time,Pending
SHIP01412,PO01412,Delhi ICD,Air,2025-04-23,2025-05-01,On Time,Delivered
SHIP01413,PO01413,Pune DC,Air,2026-06-26,,On Time,In Transit
SHIP01414,PO01414,Mumbai Port,Road,2025-04-02,2025-04-06,On Time,Delivered
SHIP01415,PO01415,Pune DC,Sea,2026-04-03,2026-05-01,On Time,Delayed
SHIP01416,PO01416,Pune DC,Air,2025-04-07,2025-04-16,On Time,Delivered
SHIP01417,PO01417,Chennai Port,Sea,2026-02-09,2026-02-13,On Time,Delivered
SHIP01418,PO01418,Chennai Port,Sea,2025-05-12,2025-05-20,On Time,Delivered
SHIP01419,PO01419,Delhi ICD,Road,2025-12-15,,On Time,In Transit
SHIP01420,PO01420,Chennai Port,Road,2026-01-30,2026-02-06,On Time,Delivered
SHIP01421,PO01421,JNPT,Air,2025-09-02,2025-09-10,On Time,Delivered
SHIP01422,PO01422,Bengaluru DC,Sea,2025-12-19,2025-12-21,At Risk,Delivered
SHIP01423,PO01423,Chennai Port,Sea,2026-01-22,2026-01-26,On Time,Delivered
SHIP01424,PO01424,JNPT,Sea,2025-03-16,2025-03-23,On Time,Delivered
SHIP01425,PO01425,Bengaluru DC,Sea,2025-11-28,2025-12-05,On Time,Delivered
SHIP01426,PO01426,JNPT,Rail,2025-08-19,2025-08-22,On Time,Delivered
SHIP01427,PO01427,JNPT,Road,2025-06-09,2025-06-15,Delayed,Delivered
SHIP01428,PO01428,Bengaluru DC,Air,2025-10-28,2025-11-07,On Time,Delivered
SHIP01429,PO01429,Chennai Port,Sea,2025-05-13,,On Time,Pending
SHIP01430,PO01430,Hyderabad DC,Rail,2026-05-28,2026-06-19,On Time,Delayed
SHIP01431,PO01431,Bengaluru DC,Road,2025-06-11,2025-07-03,On Time,Delayed
SHIP01432,PO01432,Pune DC,Rail,2025-07-13,,Delayed,In Transit
SHIP01433,PO01433,Delhi ICD,Rail,2025-06-18,2025-06-27,On Time,Delivered
SHIP01434,PO01434,Delhi ICD,Road,2025-12-28,,On Time,Pending
SHIP01435,PO01435,JNPT,Rail,2025-10-28,2025-11-27,On Time,Delayed
SHIP01436,PO01436,JNPT,Sea,2026-08-28,2026-09-05,Delayed,Delivered
SHIP01437,PO01437,Hyderabad DC,Air,2025-05-25,,On Time,Cancelled
SHIP01438,PO01438,Pune DC,Sea,2025-08-15,2025-08-17,On Time,Delivered
SHIP01439,PO01439,Pune DC,Road,2025-04-27,2025-05-06,On Time,Delivered
SHIP01440,PO01440,Bengaluru DC,Air,2025-06-27,,On Time,Pending
SHIP01441,PO01441,Chennai Port,Air,2025-03-06,,On Time,In Transit
SHIP01442,PO01442,Mumbai Port,Rail,2026-02-28,2026-03-04,On Time,Delivered
SHIP01443,PO01443,Pune DC,Air,2025-07-01,2025-07-09,On Time,Delivered
SHIP01444,PO01444,JNPT,Road,2025-04-04,2025-04-15,Delayed,Delivered
SHIP01445,PO01445,Pune DC,Air,2026-01-15,,On Time,Pending
SHIP01446,PO01446,Delhi ICD,Sea,2026-06-08,2026-06-17,Delayed,Delivered
SHIP01447,PO01447,Chennai Port,Rail,2025-10-17,,On Time,In Transit
SHIP01448,PO01448,Pune DC,Sea,2026-05-17,,At Risk,In Transit
SHIP01449,PO01449,Pune DC,Road,2025-12-09,,At Risk,Pending
SHIP01450,PO01450,Delhi ICD,Air,2025-01-31,2025-02-03,On Time,Delivered
SHIP01451,PO01451,Chennai Port,Sea,2025-03-11,2025-03-18,On Time,Delivered
SHIP01452,PO01452,Bengaluru DC,Air,2025-05-10,2025-05-20,On Time,Delivered
SHIP01453,PO01453,JNPT,Sea,2025-07-09,2025-07-13,On Time,Delivered
SHIP01454,PO01454,Pune DC,Rail,2025-11-29,2025-12-13,On Time,Delayed
SHIP01455,PO01455,Chennai Port,Rail,2025-04-08,2025-04-14,On Time,Delivered
SHIP01456,PO01456,Chennai Port,Sea,2025-11-03,2025-11-15,On Time,Delivered
SHIP01457,PO01457,Hyderabad DC,Sea,2025-01-13,,Delayed,In Transit
SHIP01458,PO01458,Bengaluru DC,Air,2025-11-06,2025-11-20,On Time,Delayed
SHIP01459,PO01459,Chennai Port,Road,2025-11-20,2025-11-26,On Time,Delivered
SHIP01460,PO01460,Chennai Port,Sea,2025-04-23,2025-05-05,Delayed,Delivered
SHIP01461,PO01461,Mumbai Port,Air,2025-08-11,2025-08-16,On Time,Delivered
SHIP01462,PO01462,Bengaluru DC,Air,2025-05-18,2025-05-23,At Risk,Delivered
SHIP01463,PO01463,Bengaluru DC,Air,2026-01-29,2026-02-08,On Time,Delivered
SHIP01464,PO01464,Hyderabad DC,Rail,2026-03-18,2026-03-25,On Time,Delivered
SHIP01465,PO01465,Bengaluru DC,Rail,2025-10-06,2025-10-10,On Time,Delivered
SHIP01466,PO01466,Bengaluru DC,Road,2026-06-09,2026-06-17,On Time,Delivered
SHIP01467,PO01467,JNPT,Air,2026-03-22,2026-03-27,On Time,Delivered
SHIP01468,PO01468,Hyderabad DC,Sea,2026-07-07,2026-07-10,Delayed,Delivered
SHIP01469,PO01469,Mumbai Port,Sea,2025-04-08,,Delayed,Pending
SHIP01470,PO01470,Pune DC,Air,2025-10-11,2025-11-04,On Time,Delayed
SHIP01471,PO01471,Hyderabad DC,Air,2025-04-30,2025-05-06,On Time,Delivered
SHIP01472,PO01472,JNPT,Rail,2026-05-19,,Delayed,Pending
SHIP01473,PO01473,JNPT,Rail,2026-07-28,2026-08-25,On Time,Delayed
SHIP01474,PO01474,Pune DC,Rail,2026-02-08,,On Time,In Transit
SHIP01475,PO01475,Pune DC,Road,2026-02-26,2026-03-01,On Time,Delivered
SHIP01476,PO01476,Hyderabad DC,Rail,2025-06-21,2025-06-25,On Time,Delivered
SHIP01477,PO01477,Pune DC,Air,2025-03-02,2025-03-10,On Time,Delivered
SHIP01478,PO01478,Pune DC,Sea,2026-03-14,2026-03-17,On Time,Delivered
SHIP01479,PO01479,Chennai Port,Road,2026-05-07,2026-05-13,On Time,Delivered
SHIP01480,PO01480,JNPT,Air,2025-09-02,,On Time,Pending
SHIP01481,PO01481,JNPT,Sea,2025-11-23,,On Time,In Transit
SHIP01482,PO01482,Delhi ICD,Road,2025-04-17,2025-04-21,On Time,Delivered
SHIP01483,PO01483,Pune DC,Air,2026-05-26,,On Time,In Transit
SHIP01484,PO01484,Bengaluru DC,Rail,2026-06-03,2026-06-09,At Risk,Delivered
SHIP01485,PO01485,Chennai Port,Road,2025-07-22,2025-07-27,Delayed,Delivered
SHIP01486,PO01486,Mumbai Port,Road,2025-09-10,2025-09-13,On Time,Delivered
SHIP01487,PO01487,Hyderabad DC,Sea,2026-04-14,2026-04-21,Delayed,Delivered
SHIP01488,PO01488,Hyderabad DC,Road,2026-01-23,,On Time,In Transit
SHIP01489,PO01489,Chennai Port,Air,2026-01-25,,On Time,Pending
SHIP01490,PO01490,Bengaluru DC,Rail,2026-07-18,,On Time,Pending
SHIP01491,PO01491,Bengaluru DC,Air,2025-08-17,,On Time,Cancelled
SHIP01492,PO01492,Hyderabad DC,Road,2026-06-15,,On Time,In Transit
SHIP01493,PO01493,Chennai Port,Air,2026-04-20,2026-04-29,On Time,Delivered
SHIP01494,PO01494,Mumbai Port,Air,2025-07-19,2025-07-23,Delayed,Delivered
SHIP01495,PO01495,JNPT,Sea,2025-03-31,2025-04-08,On Time,Delivered
SHIP01496,PO01496,Pune DC,Rail,2025-01-19,2025-02-13,At Risk,Delayed
SHIP01497,PO01497,Pune DC,Rail,2025-11-15,2025-12-15,On Time,Delayed
SHIP01498,PO01498,Pune DC,Road,2026-03-31,2026-04-09,On Time,Delivered
SHIP01499,PO01499,Bengaluru DC,Air,2025-01-15,2025-01-26,On Time,Delivered
SHIP01500,PO01500,Mumbai Port,Air,2025-05-25,2025-05-29,On Time,Delivered
SHIP01501,PO01501,Mumbai Port,Air,2025-07-30,2025-08-23,On Time,Delayed
SHIP01502,PO01502,Bengaluru DC,Rail,2026-06-03,2026-06-09,On Time,Delivered
SHIP01503,PO01503,JNPT,Air,2026-02-25,,On Time,In Transit
SHIP01504,PO01504,Chennai Port,Air,2025-01-27,2025-02-05,Delayed,Delivered
SHIP01505,PO01505,Bengaluru DC,Rail,2025-09-03,,On Time,Pending
SHIP01506,PO01506,Delhi ICD,Road,2025-01-11,,On Time,Pending
SHIP01507,PO01507,Delhi ICD,Rail,2026-03-26,2026-04-07,On Time,Delivered
SHIP01508,PO01508,Pune DC,Sea,2025-10-20,2025-10-27,On Time,Delivered
SHIP01509,PO01509,Delhi ICD,Sea,2026-03-19,,On Time,In Transit
SHIP01510,PO01510,Hyderabad DC,Sea,2025-07-09,2025-07-13,On Time,Delivered
SHIP01511,PO01511,Hyderabad DC,Rail,2025-02-19,,On Time,In Transit
SHIP01512,PO01512,Delhi ICD,Road,2025-04-11,2025-04-23,On Time,Delivered
SHIP01513,PO01513,JNPT,Road,2025-09-03,2025-09-08,On Time,Delivered
SHIP01514,PO01514,Mumbai Port,Air,2025-03-03,2025-03-17,On Time,Delayed
SHIP01515,PO01515,JNPT,Road,2026-03-09,,Delayed,In Transit
SHIP01516,PO01516,Mumbai Port,Rail,2025-11-28,2025-12-02,Delayed,Delivered
SHIP01517,PO01517,Hyderabad DC,Road,2026-03-24,2026-04-22,On Time,Delayed
SHIP01518,PO01518,Bengaluru DC,Sea,2025-04-19,2025-04-27,On Time,Delivered
SHIP01519,PO01519,Mumbai Port,Road,2026-01-12,2026-01-14,On Time,Delivered
SHIP01520,PO01520,Chennai Port,Air,2025-10-15,2025-10-17,At Risk,Delivered
SHIP01521,PO01521,Mumbai Port,Sea,2025-05-07,2025-05-20,On Time,Delayed
SHIP01522,PO01522,Chennai Port,Sea,2025-04-21,,On Time,Pending
SHIP01523,PO01523,Bengaluru DC,Air,2025-08-03,2025-08-10,Delayed,Delivered
SHIP01524,PO01524,Delhi ICD,Sea,2026-07-25,,Delayed,In Transit
SHIP01525,PO01525,Hyderabad DC,Rail,2026-04-17,2026-04-25,On Time,Delivered
SHIP01526,PO01526,JNPT,Sea,2026-03-17,2026-03-28,Delayed,Delivered
SHIP01527,PO01527,Mumbai Port,Air,2025-05-16,2025-05-20,On Time,Delivered
SHIP01528,PO01528,Delhi ICD,Rail,2025-07-15,2025-07-26,Delayed,Delivered
SHIP01529,PO01529,Bengaluru DC,Road,2025-03-20,2025-03-29,On Time,Delivered
SHIP01530,PO01530,Bengaluru DC,Air,2026-02-25,2026-03-05,On Time,Delivered
SHIP01531,PO01531,Bengaluru DC,Rail,2025-08-21,2025-08-25,On Time,Delivered
SHIP01532,PO01532,Chennai Port,Sea,2026-04-21,2026-04-26,On Time,Delivered
SHIP01533,PO01533,JNPT,Road,2025-11-12,,On Time,In Transit
SHIP01534,PO01534,Hyderabad DC,Rail,2026-07-07,,On Time,Pending
SHIP01535,PO01535,Pune DC,Road,2025-10-16,2025-10-21,On Time,Delivered
SHIP01536,PO01536,Delhi ICD,Rail,2025-08-15,2025-08-19,Delayed,Delivered
SHIP01537,PO01537,Delhi ICD,Rail,2026-01-17,2026-01-19,At Risk,Delivered
SHIP01538,PO01538,Pune DC,Road,2025-11-08,2025-11-19,On Time,Delivered
SHIP01539,PO01539,JNPT,Sea,2025-10-21,2025-10-29,Delayed,Delivered
SHIP01540,PO01540,JNPT,Rail,2026-08-25,,Delayed,Pending
SHIP01541,PO01541,Chennai Port,Rail,2026-07-28,,On Time,In Transit
SHIP01542,PO01542,Bengaluru DC,Air,2026-02-17,2026-02-20,On Time,Delivered
SHIP01543,PO01543,Pune DC,Sea,2025-06-12,,On Time,Pending
SHIP01544,PO01544,Bengaluru DC,Air,2025-07-08,2025-07-16,At Risk,Delivered
SHIP01545,PO01545,JNPT,Rail,2025-10-18,2025-10-21,On Time,Delivered
SHIP01546,PO01546,Hyderabad DC,Rail,2025-07-15,2025-07-20,On Time,Delivered
SHIP01547,PO01547,Delhi ICD,Rail,2026-02-26,2026-03-18,On Time,Delayed
SHIP01548,PO01548,Mumbai Port,Sea,2025-01-23,,On Time,In Transit
SHIP01549,PO01549,Mumbai Port,Sea,2025-01-26,,At Risk,Pending
SHIP01550,PO01550,Hyderabad DC,Road,2025-10-10,2025-10-13,On Time,Delivered
SHIP01551,PO01551,Pune DC,Rail,2025-04-30,,On Time,In Transit
SHIP01552,PO01552,Pune DC,Air,2025-06-01,2025-06-13,On Time,Delivered
SHIP01553,PO01553,Chennai Port,Sea,2025-11-13,,At Risk,In Transit
SHIP01554,PO01554,Hyderabad DC,Road,2025-10-03,2025-10-13,On Time,Delivered
SHIP01555,PO01555,Hyderabad DC,Rail,2026-07-22,2026-08-01,On Time,Delivered
SHIP01556,PO01556,JNPT,Road,2025-01-07,2025-01-16,At Risk,Delivered
SHIP01557,PO01557,Chennai Port,Air,2025-11-02,2025-11-10,On Time,Delivered
SHIP01558,PO01558,Bengaluru DC,Air,2025-05-03,2025-05-07,On Time,Delivered
SHIP01559,PO01559,JNPT,Air,2025-10-18,2025-10-27,On Time,Delivered
SHIP01560,PO01560,Delhi ICD,Air,2025-04-07,2025-04-11,On Time,Delivered
SHIP01561,PO01561,Hyderabad DC,Road,2025-07-10,,Delayed,In Transit
SHIP01562,PO01562,Bengaluru DC,Road,2025-11-02,2025-11-06,On Time,Delivered
SHIP01563,PO01563,Chennai Port,Sea,2025-10-10,2025-10-21,On Time,Delivered
SHIP01564,PO01564,Bengaluru DC,Sea,2025-06-05,2025-06-14,On Time,Delivered
SHIP01565,PO01565,Chennai Port,Air,2026-05-14,2026-05-25,On Time,Delivered
SHIP01566,PO01566,Hyderabad DC,Air,2025-06-06,2025-06-13,On Time,Delivered
SHIP01567,PO01567,JNPT,Air,2025-11-25,,On Time,Pending
SHIP01568,PO01568,Bengaluru DC,Air,2025-12-16,2025-12-25,On Time,Delivered
SHIP01569,PO01569,Pune DC,Road,2026-07-18,,At Risk,In Transit
SHIP01570,PO01570,Mumbai Port,Air,2025-04-01,2025-05-01,On Time,Delayed
